Word,Count
forty-eight,2
forty,2
forensic,2
food,2
follows,2
focus,2
flexible,2
fleet,2
flee,2
flammable,2
fireworks,2
fines,2
file,2
females,2
fees,2
fbi’s,2
farms,2
fails,2
external,2
exterior,2
expunge,2
exploitation,2
explanation,2
expiration,2
experienced,2
experience,2
expense,2
exits,2
exiting,2
existed,2
exist,2
exchange,2
exception,2
examination,2
everyone,2
ethyl,2
ether,2
establish,2
equipped,2
environmental,2
entity,2
entering,2
ensuring,2
ensure,2
engaging,2
engage,2
encouraging,2
encounter,2
encompasses,2
enclosed,2
employed,2
embassy,2
elevators,2
elements,2
effect,2
dwelling,2
driving,2
dosage,2
documentary,2
diverse,2
distributing,2
distress,2
distance,2
display,2
disasters,2
direction,2
dining,2
difference,2
diethylamide,2
dhs,2
determines,2
determined,2
detection,2
details,2
despite,2
depending,2
departmental,2
denomination,2
delivers,2
defines,2
define,2
deferral,2
defensive,2
decide,2
deceased,2
deal,2
dangers,2
csas,2
creating,2
create,2
courts,2
corridor,2
corrections,2
copy,2
coordinated,2
cooperates,2
conversation,2
contracts,2
contracted,2
continue,2
container,2
constructive,2
constitutes,2
conspire,2
conspiracy,2
consists,2
consideration,2
consenting,2
confusion,2
confirmation,2
confirm,2
confidence,2
compromising,2
comprehension,2
comply,2
completing,2
complainants,2
company,2
communicating,2
communicates,2
communicated,2
commissioner,2
combined,2
combination,2
column,2
collegiate,2
collaborate,2
cohabitating,2
cohabitated,2
coerce,2
codes,2
coaches,2
closure,2
closing,2
close,2
click,2
clearly,2
cleaning,2
classification,2
citation,2
circulation,2
choosing,2
choose,2
chloroform,2
check,2
chart,2
charging,2
chapters,2
certification,2
causes,2
campuses,2
calmly,2
bus,2
building’s,2
bright,2
brief,2
breathing,2
boxes,2
blue,2
blocked,2
block,2
blank,2
behaviors,2
beardshear,2
batterers’,2
bag,2
avenues,2
automatic,2
attributed,2
attorneys,2
attorney,2
attitude,2
attend,2
attempting,2
attempted,2
athletes,2
assure,2
association,2
assisting,2
assistant,2
asleep,2
ask,2
arrested,2
arozamena,2
armory,2
applying,2
appliances,2
appearance,2
appeal,2
apparent,2
anus,2
annually,2
announcement,2
announced,2
analogue,2
ammonium,2
although,2
alternative,2
affinity,2
afd,2
adult,2
administrator,2
administered,2
administer,2
addresses,2
actual,2
acting,2
acquiescence,2
accurate,2
account,2
accessed,2
above,2
999,2
93 739,2
901 10,2
9,2
805 8c,2
8 00,2
73 820,2
708 2,2
708 1,2
692 2,2
515-294-3322,2
515-294-1020,2
50kg,2
500g,2
50010,2
5 30,2
499 928,2
453b,2
40g,2
4 13,2
364 149,2
3410,2
321,2
262 9 37,2
262 13,2
24-hour,2
236 2,2
200g,2
1998,2
1997,2
1990,2
1989,2
186 391,2
182 484,2
18,2
16,2
152,2
150 605,2
137 120,2
1315,2
124b,2
124a,2
124 406,2
124 401a,2
124 401 1  d,2
124 401 1  c,2
120,2
119 829,2
118 516,2
1010,2
101 229,2
101 228,2
100kg,2
1000,2
100-999,2
Oct-99,2
3-Jan,2
1 ineligible,2
$250 ,2
$25 ,2
$0-$99,2
“a”,3
web,3
wall,3
vice,3
via,3
vehicles,3
various,3
van,3
utility,3
uses,3
urine,3
updated,3
turn,3
try,3
TRUE,3
trafficking,3
traffickers,3
traffic,3
toward,3
too,3
three,3
threatening,3
thing,3
thielen,3
temporary,3
tampering,3
tactics,3
suspension,3
supplies,3
sulfate,3
substance/quantity,3
storage,3
stop,3
steps,3
statements,3
statement,3
stamp,3
stairwell,3
sponsored,3
speak,3
sold,3
sloss,3
six,3
shelter,3
shares,3
served,3
sentences,3
sense,3
sells,3
sections,3
secondary,3
sanctions,3
route,3
romantic,3
roberts,3
restricted,3
responsibilities,3
reporters,3
repeatedly,3
repair,3
religious,3
religion,3
relationships,3
relating,3
regularly,3
registration,3
register,3
referral,3
reference,3
recognizing,3
receipt,3
reactive,3
re-enter,3
pursuing,3
punished,3
protection,3
protected,3
properties,3
proper,3
promoting,3
prohibiting,3
processes,3
procedure,3
privacy,3
prevents,3
presence,3
prescription,3
precludes,3
power,3
possessors,3
possessed,3
position,3
portion,3
plans,3
phones,3
petition,3
personally,3
person's,3
permanent,3
periodic,3
percentage,3
pattern,3
party,3
park,3
paraphernalia,3
panel,3
outdoor,3
oral,3
ongoing,3
oeo,3
obtaining,3
oak,3
notifying,3
notices,3
non-emergency,3
non,3
next,3
newton,3
needs,3
needed,3
narcotic,3
names,3
murder/non,3
monitoring,3
monitor,3
mitigate,3
minors,3
mindset,3
might,3
manager,3
locations,3
living,3
list,3
links,3
limit,3
likely,3
liaison,3
levels,3
legitimate,3
lecture,3
leased,3
learn,3
lawful,3
knows,3
kind,3
juvenile,3
justice,3
just,3
jeanne,3
iv,3
issue,3
intervene,3
international,3
interference,3
instructors,3
inspected,3
initial,3
ineligible,3
individual’s,3
indeterminate,3
incendiary,3
imminent,3
identity,3
identifying,3
hotline,3
higher,3
hazardous,3
handbook,3
hallway,3
guidance,3
greek,3
gram,3
government,3
golf,3
glass,3
gives,3
geometric,3
gathering,3
gates,3
gamma-hydroxybutyrate,3
funds,3
frequently,3
frequency,3
former,3
follow-up,3
filed,3
feel,3
FALSE,3
fall,3
fair,3
extracts,3
exploring,3
exceed,3
exam,3
evacuating,3
entry,3
engages,3
engaged,3
enforce,3
emotional,3
elm,3
elevator,3
elementary,3
electronic,3
effort,3
effective,3
drinking,3
drills,3
drill,3
don’t,3
document,3
distributes,3
dispatcher,3
disclosed,3
discipline,3
development,3
determinations,3
destination,3
designee,3
design,3
description,3
departments,3
defendant,3
defect,3
deaths,3
daily,3
cyclone,3
covered,3
counsel,3
copies,3
contrary,3
contract,3
contiguous,3
context,3
contents,3
content,3
contain,3
constitute,3
conspires,3
consistent,3
conducted,3
comprehensive,3
communications,3
commitment,3
collect,3
cohabiting,3
clear,3
classroom,3
children,3
change,3
celia,3
capacity,3
called,3
button,3
business,3
burning,3
breath,3
biennial,3
bias,3
beyer,3
beach,3
barquin,3
availability,3
attack,3
athletic,3
assessment,3
asked,3
articles,3
april,3
appendix,3
anything,3
amendments,3
along,3
allows,3
allow,3
advisor,3
adverse,3
administrative,3
adjacent,3
active,3
accused,3
accountable,3
accompanied,3
accommodation,3
accessible,3
absence,3
902 9,3
8,3
7,3
6,3
515-294-7612,3
50201,3
5,3
320,3
291,3
1st,3
1kg,3
1993,3
124 401 5,3
124 401,3
124 204,3
124,3
10g,3
$75 ,3
$7 500,3
$5 000,3
$250 000,3
$20 ,3
$1 000,3
“c”,4
wine,4
wilson,4
willow,4
well-being,4
weight,4
want,4
wallace,4
voice,4
variety,4
union,4
understanding,4
u s,4
twelve,4
towers,4
topics,4
toll,4
text,4
taken,4
suspicious,4
suffering,4
substantial,4
studios,4
strongly,4
streets,4
statute,4
station,4
standards,4
speaker,4
sound,4
smoking,4
site,4
single,4
severe,4
several,4
set,4
sent,4
seeking,4
seek,4
scheme,4
rules,4
robbery,4
rights,4
richardson,4
return,4
result,4
respondent,4
requiring,4
require,4
regular,4
registry,4
recreation,4
recovery,4
reconsideration,4
reconsider,4
recognized,4
put,4
psychological,4
provision,4
prosecutor,4
prosecution,4
proceed,4
principles,4
preserve,4
premises,4
practice,4
posted,4
placement,4
pertinent,4
permitted,4
perform,4
per,4
penetration,4
pd,4
patrol,4
participation,4
parole,4
parent,4
overview,4
origin,4
organizations,4
orders,4
offensive,4
obtained,4
obtain,4
obligations,4
notified,4
nor,4
non-campus,4
nevada,4
nearest,4
near,4
navigating,4
name,4
multiple,4
modifications,4
meetings,4
meeting,4
measures,4
martin,4
marked,4
maple,4
lyon,4
locked,4
linden,4
legacy,4
leave,4
lead,4
larch,4
lane,4
knowing,4
key,4
judicial,4
items,4
involvement,4
investigations,4
internal,4
intercourse,4
interaction,4
institutional,4
impose,4
home,4
history,4
heat,4
hearing,4
guests,4
good,4
give,4
generators,4
friley,4
freeman,4
fp&m,4
forms,4
formal,4
follow,4
financial,4
fifty,4
feet,4
faith,4
failure,4
facilitate,4
events,4
enhance,4
encourages,4
employee,4
electrical,4
eh&s,4
efforts,4
eaton,4
duty,4
drink,4
divisions,4
division,4
distributed,4
displays,4
discussion,4
direct,4
different,4
device,4
designed,4
described,4
delay,4
declared,4
decisions,4
csa,4
cooking,4
contained,4
connection,4
condition,4
concerning,4
communicate,4
committing,4
chloride,4
chief,4
chemical,4
charges,4
carrie,4
cannot,4
buchanan,4
birch,4
bicycle,4
best,4
beer,4
become,4
barton,4
back,4
avoid,4
assigned,4
approximately,4
applies,4
apartments,4
alarms,4
agriculture,4
agreement,4
affecting,4
advocates,4
adjudication,4
actions,4
accordance,4
accommodations,4
accessplus,4
907 3,4
84 000,4
515-294-4428,4
4,4
372,4
2013,4
124 413,4
124 401 1  a,4
10 00,4
1 000,4
$500 000,4
$50 ,4
$10 ,4
welch,5
virt,5
violating,5
university’s,5
units,5
unable,5
types,5
type,5
transportation,5
thereof,5
tested,5
terms,5
tax,5
submit,5
student’s,5
stove,5
society,5
small,5
sell,5
secure,5
schilletter,5
rooms,5
restrictions,5
requirements,5
removed,5
release,5
rehabilitation,5
regents,5
race,5
pure,5
pseudoephedrine,5
provisions,5
protective,5
promotes,5
product,5
proactive,5
prevent,5
presentations,5
possessing,5
please,5
planning,5
permittee,5
permission,5
peace,5
pastoral,5
past,5
parking,5
over,5
officials,5
official,5
off-campus,5
occurring,5
notwithstanding,5
most,5
methods,5
meet,5
manufacturing,5
maintains,5
maintaining,5
lsd,5
lights,5
licensee,5
left,5
judgments,5
italian,5
instructions,5
institutions,5
informed,5
included,5
incest,5
incapacity,5
incapable,5
important,5
human,5
house,5
group,5
given,5
future,5
forbidden,5
fondling,5
firearm,5
files,5
fentanyl,5
extent,5
expected,5
exists,5
examples,5
even,5
ethics,5
etc,5
equivalent,5
entered,5
either,5
drive,5
doors,5
discrimination,5
discretion,5
disability,5
delivery,5
definition,5
decision,5
data,5
danger,5
damage,5
csrl,5
counted,5
counselors,5
counselor,5
corresponding,5
continuing,5
contacting,5
concern,5
charge,5
certified,5
burglary,5
behalf,5
attention,5
associated,5
arson,5
anonymous,5
anhydrous,5
allegations,5
affairs,5
advice,5
acid,5
according,5
accepted,5
ability,5
2016-2018,5
124 401 1,5
100,5
working,6
whom,6
wellness,6
violates,6
village,6
value,6
transaction,6
tips,6
ten,6
taking,6
substantially,6
studio,6
story,6
statutes,6
specifically,6
situational,6
significant,6
shared,6
share,6
serve,6
separate,6
sart,6
road,6
review,6
resolution,6
residing,6
resident,6
research,6
requires,6
regardless,6
reduction,6
promote,6
prohibits,6
professionals,6
proceeding,6
previously,6
possesses,6
plants,6
physically,6
phencyclidine,6
partner,6
our,6
operating,6
offices,6
off,6
occurrence,6
obligation,6
note,6
messages,6
media,6
matters,6
maintained,6
loss,6
line,6
isu’s,6
issues,6
intoxication,6
intentionally,6
intended,6
injuries,6
inform,6
incapacitated,6
ii,6
identify,6
heroin,6
helser,6
held,6
guide,6
guardian,6
geography,6
gender,6
frederiksen,6
flames,6
factors,6
extinguishers,6
extinguisher,6
exceptions,6
ephedrine,6
environment,6
entire,6
enhancement,6
employment,6
eligible,6
due,6
distribution,6
directed,6
derivatives,6
denial,6
days,6
custodial,6
convictions,6
consume,6
complainant,6
care,6
calling,6
body,6
believe,6
being,6
base,6
aware,6
avenue,6
authorized,6
attempt,6
arrest,6
arose,6
app,6
aid,6
advocacy,6
academic,6
able,6
7 00,6
24/7,6
103 778,6
$500 ,6
written,7
women,7
witnesses,7
using,7
unintentional,7
trained,7
together,7
thousand,7
testing,7
team,7
subparagraph,7
subject,7
spouse,7
soon,7
sale,7
risk,7
results,7
respect,7
receive,7
purchase,7
programming,7
placed,7
participate,7
p m,7
outside,7
orientation,7
organization,7
notifications,7
negligent,7
months,7
month,7
message,7
maximum,7
making,7
log,7
library,7
known,7
know,7
italy,7
involved,7
investigate,7
household,7
harm,7
force,7
flunitrazepam,7
expunged,7
every,7
established,7
equipment,7
enter,7
dot,7
door,7
disclose,7
devices,7
dean,7
d,7
custody,7
current,7
covers,7
confinement,7
confidentiality,7
communication,7
common,7
clerk,7
city,7
candles,7
calendar,7
burned,7
blood,7
below,7
behavior,7
before,7
athletics,7
associate,7
arrests,7
ammonia,7
allowed,7
alerts,7
advisors,7
activities,7
911,7
3,7
website,8
vawa,8
usage,8
throughout,8
threats,8
suspected,8
statutory,8
special,8
smoke,8
situations,8
right,8
retaliation,8
reasonably,8
purpose,8
providing,8
plan,8
personnel,8
performed,8
owned,8
ordinance,8
offered,8
nature,8
motivated,8
minor,8
materials,8
manslaughter,8
located,8
least,8
knowingly,8
kilogram,8
instances,8
illegal,8
hashish,8
green,8
general,8
found,8
form,8
fear,8
evacuate,8
eighteen,8
designated,8
consumption,8
compound,8
complete,8
complaint,8
cases,8
board,8
basis,8
based,8
approved,8
applicable,8
analogs,8
alleged,8
accompanying,8
100g,8
yrs,9
weapons,9
unfounded,9
theft,9
states,9
sprinkler,9
similar,9
resource,9
residents,9
resid,9
referred,9
quantity,9
potential,9
participating,9
own,9
outreach,9
occur,9
notice,9
need,9
national,9
n w 2d,9
maintain,9
leaves,9
jurisdiction,9
intimidation,9
influence,9
imitation,9
iii,9
identified,9
having,9
giving,9
free,9
floor,9
exit,9
ecgonine,9
e-mail,9
dor,9
discuss,9
disclosure,9
directly,9
determining,9
deputy,9
consider,9
concerns,9
compliance,9
college,9
coca,9
certain,9
card,9
beverage,9
b,9
assist,9
around,9
area,9
anyone,9
address,9
additional,9
“b”,10
well,10
victims,10
until,10
times,10
test,10
telephone,10
room,10
respond,10
requests,10
record,10
probation,10
previous,10
pcp,10
parties,10
motor,10
main,10
knowledge,10
involving,10
grounds,10
generally,10
filing,10
encouraged,10
done,10
dollars,10
district,10
distribute,10
definitions,10
crisis,10
county,10
civil,10
charged,10
call,10
beverages,10
because,10
authorities,10
amphetamine,10
1,10
weapon,11
warning,11
violent,11
sentenced,11
school,11
regulations,11
private,11
presentation,11
penalty,11
optical,11
open,11
officer,11
offender,11
notify,11
matter,11
intervention,11
guilty,11
emergencies,11
dangerous,11
conditions,11
circumstances,11
child,11
bystander,11
apts,11
apply,11
visitors,12
vehicle,12
third,12
suspended,12
social,12
rome,12
rape,12
punishable,12
phone,12
paragraph,12
page,12
options,12
on-campus,12
necessary,12
mandatory,12
maintenance,12
location,12
liquor,12
keep,12
intimate,12
harassment,12
fires,12
event,12
evacuation,12
email,12
determine,12
date,12
control,12
cause,12
c,12
agencies,12
activity,12
“d”,13
warnings,13
situation,13
residential,13
reportable,13
referrals,13
present,13
preparation,13
possess,13
penalties,13
opportunity,13
officers,13
notification,13
member,13
manner,13
faculty,13
director,13
degree,13
both,13
authority,13
year,14
work,14
unlawful,14
those,14
take,14
pursuant,14
professional,14
policies,14
period,14
online,14
institution,14
incidents,14
help,14
family,14
educational,14
contains,14
benefits,14
a m,14
2,14
unless,15
treatment,15
systems,15
prevention,15
place,15
physical,15
judgment,15
issued,15
however,15
dating,15
counseling,15
convicted,15
cocaine,15
classified,15
buildings,15
areas,15
simple,16
responsibility,16
relationship,16
reasonable,16
programs,16
possible,16
mental,16
manufacture,16
imposed,16
housing,16
education,16
deliver,16
counterfeit,16
case,16
action,16
without,17
where,17
uganda,17
subsequent,17
simulated,17
safe,17
regarding,17
personal,17
others,17
limited,17
intent,17
incident,17
immediately,17
halls,17
five,17
except,17
deferred,17
committed,17
after,17
addition,17
whether,18
total,18
term,18
system,18
someone,18
sex,18
procedures,18
prior,18
facility,18
disciplinary,18
detectable,18
containing,18
considered,18
between,18
ames,18
alert,18
alarm,18
threat,19
individuals,19
imprisonment,19
hundred,19
hours,19
drugs,19
defined,19
awareness,19
annual,19
related,20
only,20
methamphetamine,20
kilograms,20
immediate,20
training,21
timely,21
request,21
provides,21
process,21
occurred,21
missing,21
hate,21
death,21
chapter,21
appropriate,21
2016,21
responsible,22
purposes,22
must,22
members,22
evidence,22
course,22
another,22
alcoholic,22
support,23
same,23
misconduct,23
includes,23
aggravated,23
acts,23
access,23
2017,23
service,24
medical,24
against,24
while,25
schedule,25
reported,25
person’s,25
laws,25
federal,25
bodily,25
upon,26
statistics,26
specific,26
reports,26
provided,26
facilities,26
does,26
conviction,26
confidential,26
and/or,26
through,27
offenses,27
minimum,27
local,27
life,27
injury,27
health,27
center,27
should,28
means,28
equal,28
coordinator,28
available,28
assistance,28
response,29
required,29
otherwise,29
second,30
resources,30
provide,30
title,31
sentence,31
program,31
legal,31
2018,31
criminal,32
commits,32
amount,32
million,33
include,33
felony,33
class,33
also,33
stalking,34
serious,34
possession,34
employees,34
during,34
used,35
enforcement,35
order,36
office,36
investigation,36
within,37
domestic,37
age,37
staff,38
victim,39
contact,39
consent,39
services,40
security,40
reporting,40
alcohol,40
violations,41
such,41
subsection,41
property,42
grams,42
residence,43
misdemeanor,43
substances,44
persons,44
mixture,44
isomers,44
following,44
clery,44
fine,45
marijuana,46
including,46
salts,47
drug,49
less,51
greater,51
prohibited,52
policy,52
public,54
code,54
crimes,57
building,60
act,60
community,61
assault,62
emergency,63
crime,63
abuse,63
individual,65
violence,66
law,67
department,70
conduct,70
years,71
violation,71
police,73
students,74
court,78
section,79
under,80
information,80
shall,81
state,82
substance,85
student,85
controlled,86
report,89
offense,91
hall,92
sexual,99
fire,103
safety,109
iowa,134
university,149
campus,159
isu,180
person,242
